id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1401109202404360196	1401109202404360196	2021-06-05 15:00:39 IST	2021-06-05	15:00:39	+0530	1118958033202241541	chowkidarindia7	British Indian Hindu		Assam assembly election results 2021 and the changing demographic equations: A few insights  @hindupost    https://t.co/S4BCEj6msH	en	[{'screen_name': 'hindupost', 'name': 'hindupost', 'id': '4366154414'}]	['https://www.hindupost.in/politics/assam-assembly-election-results-2021-and-the-changing-demographic-equations/']	[]	0	0	0	[]	[]	https://twitter.com/ChowkidarIndia7/status/1401109202404360196	False		0								[]				
1401099345722630144	1401099345722630144	2021-06-05 14:21:29 IST	2021-06-05	14:21:29	+0530	96148308	mhndrp	Satyamvada🇮🇳		Assam assembly election results 2021 and the changing demographic equations: A few insights  The results of the 126-member Assam Legislative Assembly that were declared on May 2, saw the BJP+making an impressive comeback with a total number of 75 seats.    https://t.co/LbZpD3REqD	en	[]	['https://www.hindupost.in/politics/assam-assembly-election-results-2021-and-the-changing-demographic-equations/']	[]	0	0	3	[]	[]	https://twitter.com/MhndrP/status/1401099345722630144	False		0								[]				
1401086686617030656	1401086686617030656	2021-06-05 13:31:11 IST	2021-06-05	13:31:11	+0530	4366154414	hindupost	HinduPost		Assam assembly election results 2021 and the changing demographic equations: A few insights  https://t.co/aEvWaDaIrj	en	[]	['https://www.hindupost.in/politics/assam-assembly-election-results-2021-and-the-changing-demographic-equations/']	[]	1	15	43	[]	[]	https://twitter.com/hindupost/status/1401086686617030656	False		0								[]				
1400892392203427841	1400442041985736717	2021-06-05 00:39:08 IST	2021-06-05	00:39:08	+0530	179847430	anti_modi	Anti Modi/BJP		@pandit_politics @uppolitics2022 You are forgetting that the vote % difference between UPA &amp; NDA in Assam 2021 Assembly election was a mere 0.82%.. Don't get into conclusion quickly	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Anti_Modi/status/1400892392203427841	False		0								[{'screen_name': 'pandit_politics', 'name': 'PoliticsPandit', 'id': '1342534818714640384'}, {'screen_name': 'uppolitics2022', 'name': 'UP Election 2022', 'id': '1356227123657142274'}]				
1400832287583870983	1400832287583870983	2021-06-04 20:40:18 IST	2021-06-04	20:40:18	+0530	1381604714886799365	basantadeka21	Basanta Deka		NITI Ayoga has placed Assam at the third position from  the bottom hollowing BJP's 2016 election assurance to make Assam one of the best five states in just five years. 2021 election echoed the same promise. Hope shame wouldn't be heaped on us again by incompetent governance.	en	[]	[]	[]	1	0	38	[]	[]	https://twitter.com/basantadeka21/status/1400832287583870983	False		0								[]				
1400694249151074305	1400685221729681409	2021-06-04 11:31:47 IST	2021-06-04	11:31:47	+0530	848758258928033795	mypalsun	🌞S.Kumar👉🌱🌲🌳👈		@PChidambaram_IN EVMs fixes everything for Bjp 👎  Proofs: They just got majority in Assam assembly election 2021 👎  And also got 77 seats in West Bengal too .. when Bjp isn't at all strong there 👎  Act of Voters or Sold out Ec? 👉As usual opposition parties r silent👎  https://t.co/iqgZ6LQMzE	en	[]	[]	['https://pbs.twimg.com/media/E2NqiXsUYAAsflg.jpg', 'https://pbs.twimg.com/media/E2NqjBQUYAIeiGG.jpg', 'https://pbs.twimg.com/media/E2NqjS4VcAEFa5R.jpg', 'https://pbs.twimg.com/media/E2NqjhLVoAE_Syl.jpg']	0	0	4	[]	[]	https://twitter.com/mypalsun/status/1400694249151074305	False		1	https://pbs.twimg.com/media/E2NqiXsUYAAsflg.jpg							[{'screen_name': 'PChidambaram_IN', 'name': 'P. Chidambaram', 'id': '3097503906'}]				
1400671119892369411	1400522127174881281	2021-06-04 09:59:52 IST	2021-06-04	09:59:52	+0530	111599524	ravigunaje	Ravinarayana Gunaje 🇮🇳		@chandan_93 @anoobrazak @SetuAarogya @MoHFW_INDIA @MeityPib @mygovindia @CovidIndiaSeva Assam, WB, KL had/have same party Govt.s before &amp; after election. Compare cases of these states from 1st Jan 2021 to till now. Assam is d far best and its ruled by BJP. This one fact is enough to throw away your false allegations and lies. Only BJP ruled states are performing.👍	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/RaviGunaje/status/1400671119892369411	False		0								[{'screen_name': 'chandan_93', 'name': 'chandan :) 🇮🇳', 'id': '1396377163'}, {'screen_name': 'anoobrazak', 'name': 'Dr Anoob അനൂബ്', 'id': '63815583'}, {'screen_name': 'SetuAarogya', 'name': 'Aarogya Setu', 'id': '1246035397198528515'}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': '2596143056'}, {'screen_name': 'MeityPib', 'name': 'PIB_India MeitY', 'id': '1295675828722741248'}, {'screen_name': 'mygovindia', 'name': 'MyGovIndia', 'id': '2686834802'}, {'screen_name': 'CovidIndiaSeva', 'name': 'Covid India Seva', 'id': '1243227921726066688'}]				
1400550847906451460	1400550847906451460	2021-06-04 02:01:57 IST	2021-06-04	02:01:57	+0530	2248478748	panasiabiz	PanAsiaBiz		AAJ TAK News live:  West Bengal, Assam, Kerala, Puducherry, Tamil Nadu Election Results 2021  https://t.co/9DzmhYFzAf	in	[]	['https://www.panasiabiz.com/11160/aaj-tak-news-live-west-bengal-assam-kerala-puducherry-tamil-nadu-election-results-2021/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost']	[]	0	0	0	[]	[]	https://twitter.com/panasiabiz/status/1400550847906451460	False		0								[]				
1400067058830745612	1400067058830745612	2021-06-02 17:59:33 IST	2021-06-02	17:59:33	+0530	1380146750275522560	vhjoybe06y3zdpv	77777		#CancelAssambBoardExam @himantabiswa  If no cancellation then no votes from students in next election, we decided. We are mantelly presure yrr kusto samjho, central agar cancel ho sakta hai to hamara kyu nahi. We against assam board exam 2021🙏🙏🙏🙏🙏🙏	en	[{'screen_name': 'himantabiswa', 'name': 'himanta biswa sarma', 'id': '131188226'}]	[]	[]	0	1	1	['cancelassambboardexam']	[]	https://twitter.com/VHJoyBe06Y3ZDpV/status/1400067058830745612	False		0								[]				
1400058231292977156	1400058231292977156	2021-06-02 17:24:28 IST	2021-06-02	17:24:28	+0530	2510824158	iaminotnri	Kush Banerjee		Doctors will be safer in Assam Their assaulters in Bengal  Gist of assembly election 2021   #BengaliCulture 👽	en	[]	[]	[]	0	1	3	['bengaliculture']	[]	https://twitter.com/IamInotNRI/status/1400058231292977156	False		0								[]				
1399986529716424704	1399986529716424704	2021-06-02 12:39:33 IST	2021-06-02	12:39:33	+0530	3075995640	parthamtech	#InternationalYogaDay -PDn		A CM like  #HimantaBiswaSarma in West Bengal could have saved the life of Hindus, murdered during and after West Bengal election 2021   #Assam #WestBengal  https://t.co/TaPgxSPVCx	en	[]	[]	['https://pbs.twimg.com/media/E23AVEWVkAMgSBm.jpg']	1	1	2	['himantabiswasarma', 'assam', 'westbengal']	[]	https://twitter.com/parthamtech/status/1399986529716424704	False		1	https://pbs.twimg.com/media/E23AVEWVkAMgSBm.jpg							[]				
